Country,InternationalCode,Label,RecordCount,Phone,Fax,Mobile,Contact,Email,Website,NationalID,GeoLevel,AdminContact,CorporateLinkage,Address
Turkey,8361,Residential care,28,17,6,4,19,2,5,27,28,27,1,28
Turkey,8399,"Social services, nec",842,477,172,183,651,70,164,585,842,634,57,842
Turkey,8412,Museums and art galleries,81,65,29,5,70,26,45,57,81,68,13,81
Turkey,8422,Botanical and zoological gardens,36,29,6,2,30,6,9,35,36,27,4,36
Turkey,8611,Business associations,24358,5897,1107,987,6864,219,643,24209,24355,18523,274,24200
Turkey,8621,Professional organizations,194,172,107,18,186,28,79,138,194,159,19,194
Turkey,8631,Labor organizations,27,26,20,1,27,9,20,17,27,23,5,27
Turkey,8641,Civic and social associations,3359,996,294,217,1198,237,667,3097,3359,3164,147,3358
Turkey,8651,Political organizations,8,7,3,1,8,4,5,3,8,8,1,8
Turkey,8661,Religious organizations,11,10,5,1,11,4,5,7,11,11,3,11
Turkey,8699,"Membership organizations, nec",304,216,98,26,235,37,102,271,304,251,14,304
Turkey,8711,Engineering services,44892,16065,3792,2403,18127,1553,5636,44631,44885,42278,896,44814
Turkey,8712,Architectural services,5236,3357,906,277,3580,227,810,5211,5234,4477,131,5223
Turkey,8713,Surveying services,124,96,39,4,100,7,33,123,124,110,8,123
Turkey,8721,"Accounting, auditing, and bookkeeping",4997,1978,352,266,2201,183,683,4935,4996,4788,70,4977
Turkey,8731,Commercial physical research,466,311,185,32,338,46,108,348,465,443,42,465
Turkey,8732,Commercial nonphysical research,146,130,89,12,139,23,55,103,143,145,21,142
Turkey,8733,Noncommercial research organizations,200,166,102,20,180,33,74,127,200,188,23,200
Turkey,8734,Testing laboratories,562,416,178,23,436,54,143,540,562,504,74,561
Turkey,8741,Management services,305,242,149,27,264,44,117,290,305,286,66,304
Turkey,8742,Management consulting services,33775,11635,3632,1370,12753,1126,4474,33608,33764,32915,889,33742
Turkey,8743,Public relations services,406,232,95,14,244,26,91,397,405,381,21,405
Turkey,8744,Facilities support services,159,122,35,10,126,8,38,159,159,158,5,159
Turkey,8748,"Business consulting, nec",59479,16766,3484,3052,19299,2091,8114,58794,59474,57981,1075,59441
Turkey,8811,Private household,3,3,1,0,3,0,0,2,3,3,0,3
Turkey,8999,"Services, nec",19363,11446,3126,1047,12251,798,3031,18771,19358,15704,668,19345
Turkey,9111,Executive offices,86,85,60,3,86,24,63,18,86,58,12,86
Turkey,9121,Legislative bodies,34,33,26,0,33,17,28,18,34,21,9,34
Turkey,9131,Executive and legislative combined,2,2,2,0,2,0,2,1,2,2,0,2
Turkey,9199,"General government, nec",600,580,412,25,589,187,467,142,600,290,170,600
Turkey,9211,Courts,4,4,2,0,4,0,3,1,4,1,0,4
Turkey,9221,Police protection,82,78,33,3,80,7,66,10,81,17,3,81
Turkey,9222,Legal counsel and prosecution,394,318,91,22,335,7,32,383,394,344,20,394
Turkey,9223,Correctional institutions,9,9,6,0,9,0,3,1,9,6,0,9
Turkey,9224,Fire protection,56,48,7,0,48,3,10,55,56,49,0,56
Turkey,9229,"Public order and safety, nec",18,16,8,1,17,2,8,3,18,8,1,18
Turkey,9311,"Finance, taxation, and monetary policy",45,45,29,0,45,6,28,6,45,25,6,45
Turkey,9411,Administration of educational programs,24,24,15,0,24,3,17,5,23,10,0,24
Turkey,9431,Administration of public health programs,75,75,43,0,75,5,51,5,75,29,2,75
Turkey,9441,Administration of social and manpower programs,24,21,15,1,22,6,17,7,24,13,4,24
Turkey,9511,"Air, water, and solid waste management",75,64,36,2,65,14,33,43,75,58,10,74
Turkey,9512,"Land, mineral, and wildlife conservation",12,11,4,0,11,1,6,2,12,6,2,12
Turkey,9531,Housing programs,4,4,2,0,4,2,4,0,4,2,0,4
Turkey,9532,Urban and community development,12,10,7,2,12,1,6,6,12,9,1,12
Turkey,9611,Administration of general economic programs,34,31,15,1,32,5,23,15,34,26,3,34
Turkey,9621,"Regulation, administration of transportation",15,12,8,0,12,4,7,12,15,14,7,15
Turkey,9631,"Regulation, administration of utilities",14,13,10,0,13,6,11,7,14,11,4,14
Turkey,9641,Regulation of agricultural marketing,31,31,19,0,31,14,22,8,31,11,1,31
Turkey,9651,"Regulation, miscellaneous commercial sectors",13,13,7,0,13,4,7,8,13,11,1,13
Turkey,9661,Space research and technology,5,5,3,0,5,2,4,2,5,4,1,5
Turkey,9711,National security,57,47,26,1,48,9,20,32,55,43,3,55
Turkey,9721,International affairs,73,63,44,2,64,9,41,35,73,43,8,71
Turkey,9999,Nonclassifiable establishments,2547,1535,277,340,1841,125,459,2318,2542,1611,203,2540
